date,price
2018/11/1,1231.20 
2018/11/2,1232.10 
2018/11/5,1232.30 
2018/11/6,1231.60 
2018/11/7,1230.00 
2018/11/8,1224.20 
2018/11/9,1211.40 
2018/11/12,1205.60 
2018/11/13,1202.10 
2018/11/14,1203.30 
2018/11/15,1211.90 
2018/11/16,1222.40 
2018/11/19,1221.60 
2018/11/20,1223.00 
2018/11/21,1226.10 
2018/11/22,1227.10 
2018/11/23,1223.70 
2018/11/26,1223.40 
2018/11/27,1221.20 
2018/11/28,1213.30 
2018/11/29,1226.30 
2018/11/30,1217.60 
2018/12/3,1230.30 
2018/12/4,1240.30 
2018/12/5,1235.90 
2018/12/6,1242.60 
2018/12/7,1243.30 
2018/12/10,1245.40 
2018/12/11,1245.30 
2018/12/12,1245.80 
2018/12/13,1242.80 
2018/12/14,1235.40 
2018/12/17,1241.70 
2018/12/18,1246.30 
2018/12/19,1255.00 
2018/12/20,1259.80 
2018/12/21,1258.20 
2018/12/24,1258.20 
2018/12/25,1258.20 
2018/12/26,1258.20 
2018/12/27,1268.00 
2018/12/28,1279.00 
2018/12/31,1279.00 
2019/1/1,1279.00 
2019/1/2,1282.90 
2019/1/3,1290.50 
2019/1/4,1279.90 
2019/1/7,1292.20 
2019/1/8,1286.50 
2019/1/9,1288.60 
2019/1/10,1291.90 
2019/1/11,1289.00 
2019/1/14,1292.80 
2019/1/15,1294.40 
2019/1/16,1292.30 
2019/1/17,1290.70 
2019/1/18,1284.20 
2019/1/21,1279.60 
2019/1/22,1282.10 
2019/1/23,1279.80 
2019/1/24,1283.70 
2019/1/25,1293.90 
2019/1/28,1302.20 
2019/1/29,1307.60 
2019/1/30,1310.70 
2019/1/31,1323.30 
2019/2/1,1318.70 
2019/2/4,1312.20 
2019/2/5,1314.20 
2019/2/6,1312.40 
2019/2/7,1310.00 
2019/2/8,1314.90 
2019/2/11,1306.40 
2019/2/12,1310.00 
2019/2/13,1312.80 
2019/2/14,1311.50 
2019/2/15,1316.60 
2019/2/18,1325.50 
2019/2/19,1334.20 
2019/2/20,1343.80 
2019/2/21,1331.30 
2019/2/22,1329.10 
2019/2/25,1331.10 
2019/2/26,1325.10 
2019/2/27,1322.90 
2019/2/28,1319.20 
2019/3/1,1312.00 
2019/3/4,1285.40 
2019/3/5,1283.80 
2019/3/6,1285.90 
2019/3/7,1285.30 
2019/3/8,1296.80 
2019/3/11,1292.80 
2019/3/12,1297.10 
2019/3/13,1307.00 
2019/3/14,1295.60 
2019/3/15,1303.50 
2019/3/18,1305.60 
2019/3/19,1307.70 
2019/3/20,1303.70 
2019/3/21,1309.60 
2019/3/22,1311.30 
2019/3/25,1319.60 
2019/3/26,1316.30 
2019/3/27,1309.70 
2019/3/28,1295.20 
2019/3/29,1295.40 
2019/4/1,1293.50 
2019/4/2,1290.30 
2019/4/3,1290.50 
2019/4/4,1283.20 
2019/4/5,1288.50 
2019/4/8,1300.00 
2019/4/9,1303.00 
2019/4/10,1305.50 
2019/4/11,1298.80 
2019/4/12,1294.30 
2019/4/15,1285.70 
2019/4/16,1276.40 
2019/4/17,1275.90 
2019/4/18,1275.70 
2019/4/19,1275.70 
2019/4/22,1275.70 
2019/4/23,1269.50 
2019/4/24,1271.70 
2019/4/25,1280.80 
2019/4/26,1284.20 
2019/4/29,1279.50 
2019/4/30,1282.30 
2019/5/1,1283.80 
2019/5/2,1271.00 
2019/5/3,1278.60 
2019/5/6,1278.60 
2019/5/7,1281.20 
2019/5/8,1285.20 
2019/5/9,1286.10 
2019/5/10,1287.10 
2019/5/13,1295.60 
2019/5/14,1298.40 
2019/5/15,1299.10 
2019/5/16,1291.70 
2019/5/17,1280.80 
2019/5/20,1276.90 
2019/5/21,1271.20 
2019/5/22,1273.80 
2019/5/23,1283.70 
2019/5/24,1282.50 
2019/5/27,1282.50 
2019/5/28,1278.30 
2019/5/29,1281.70 
2019/5/30,1281.00 
2019/5/31,1295.60 
2019/6/3,1317.10 
2019/6/4,1324.30 
2019/6/5,1335.10 
2019/6/6,1335.50 
2019/6/7,1340.70 
2019/6/10,1328.60 
2019/6/11,1324.30 
2019/6/12,1332.40 
2019/6/13,1335.90 
2019/6/14,1351.30 
2019/6/17,1341.30 
2019/6/18,1341.40 
2019/6/19,1344.10 
2019/6/20,1379.50 
2019/6/21,1397.20 
2019/6/24,1405.70 
2019/6/25,1431.40 
2019/6/26,1404.00 
2019/6/27,1402.50 
2019/6/28,1409.00 
2019/7/1,1390.10 
2019/7/2,1391.10 
2019/7/3,1413.50 
2019/7/4,1414.90 
2019/7/5,1388.70 
2019/7/8,1400.10 
2019/7/9,1391.60 
2019/7/10,1408.30 
2019/7/11,1413.80 
2019/7/12,1407.60 
2019/7/15,1412.40 
2019/7/16,1409.90 
2019/7/17,1410.40 
2019/7/18,1417.50 
2019/7/19,1439.70 
2019/7/22,1427.80 
2019/7/23,1425.60 
2019/7/24,1427.00 
2019/7/25,1416.10 
2019/7/26,1420.40 
2019/7/29,1419.10 
2019/7/30,1425.90 
2019/7/31,1427.60 
2019/8/1,1406.80 
2019/8/2,1441.80 
2019/8/5,1465.30 
2019/8/6,1465.30 
2019/8/7,1506.10 
2019/8/8,1495.80 
2019/8/9,1497.70 
2019/8/12,1504.70 
2019/8/13,1498.40 
2019/8/14,1513.30 
2019/8/15,1515.70 
2019/8/16,1515.30 
2019/8/19,1496.60 
2019/8/20,1504.60 
2019/8/21,1503.30 
2019/8/22,1502.10 
2019/8/23,1503.80 
2019/8/26,1503.80 
2019/8/27,1533.00 
2019/8/28,1537.20 
2019/8/29,1540.20 
2019/8/30,1528.40 
2019/9/2,1526.00 
2019/9/3,1537.90 
2019/9/4,1546.10 
2019/9/5,1529.10 
2019/9/6,1523.70 
2019/9/9,1509.20 
2019/9/10,1498.30 
2019/9/11,1490.70 
2019/9/12,1515.20 
2019/9/13,1503.10 
2019/9/16,1497.20 
2019/9/17,1502.10 
2019/9/18,1503.50 
2019/9/19,1500.70 
2019/9/20,1501.90 
2019/9/23,1522.10 
2019/9/24,1520.70 
2019/9/25,1528.80 
2019/9/26,1506.40 
2019/9/27,1489.90 
2019/9/30,1485.30 
2019/10/1,1473.50 
2019/10/2,1492.60 
2019/10/3,1517.10 
2019/10/4,1499.20 
2019/10/7,1501.30 
2019/10/8,1505.90 
2019/10/9,1507.30 
2019/10/10,1494.80 
2019/10/11,1479.20 
2019/10/14,1490.60 
2019/10/15,1487.80 
2019/10/16,1485.10 
2019/10/17,1492.70 
2019/10/18,1490.00 
2019/10/21,1491.70 
2019/10/22,1485.40 
2019/10/23,1494.50 
2019/10/24,1496.60 
2019/10/25,1513.50 
2019/10/28,1492.40 
2019/10/29,1486.80 
2019/10/30,1492.10 
2019/10/31,1511.00 
2019/11/1,1508.80 
2019/11/4,1509.50 
2019/11/5,1489.00 
2019/11/6,1486.10 
2019/11/7,1484.30 
2019/11/8,1464.20 
2019/11/11,1458.70 
2019/11/12,1452.10 
2019/11/13,1462.90 
2019/11/14,1466.70 
2019/11/15,1466.90 
2019/11/18,1467.70 
2019/11/19,1468.50 
2019/11/20,1471.70 
2019/11/21,1467.10 
2019/11/22,1464.50 
2019/11/25,1458.40 
2019/11/26,1454.70 
2019/11/27,1454.40 
2019/11/28,1454.70 
2019/11/29,1460.20 
2019/12/2,1461.20 
2019/12/3,1477.30 
2019/12/4,1475.10 
2019/12/5,1476.00 
2019/12/6,1459.70 
2019/12/9,1461.70 
2019/12/10,1465.00 
2019/12/11,1466.80 
2019/12/12,1467.80 
2019/12/13,1466.60 
2019/12/16,1477.90 
2019/12/17,1475.80 
2019/12/18,1474.10 
2019/12/19,1476.70 
2019/12/20,1479.00 
2019/12/23,1482.10 
2019/12/24,1482.10 
2019/12/25,1482.10 
2019/12/26,1482.10 
2019/12/27,1511.50 
2019/12/30,1514.80 
2019/12/31,1514.80 
2020/1/1,1514.80 
2020/1/2,1527.10 
2020/1/3,1548.80 
2020/1/6,1573.10 
2020/1/7,1567.90 
2020/1/8,1572.00 
2020/1/9,1550.80 
2020/1/10,1553.60 
2020/1/13,1549.90 
2020/1/14,1545.10 
2020/1/15,1549.00 
2020/1/16,1554.60 
2020/1/17,1557.60 
2020/1/20,1560.20 
2020/1/21,1551.30 
2020/1/22,1556.90 
2020/1/23,1562.90 
2020/1/24,1564.30 
2020/1/27,1580.10 
2020/1/28,1574.00 
2020/1/29,1573.50 
2020/1/30,1578.30 
2020/1/31,1584.20 
2020/2/3,1574.80 
2020/2/4,1558.40 
2020/2/5,1553.30 
2020/2/6,1563.30 
2020/2/7,1572.70 
2020/2/10,1573.20 
2020/2/11,1570.50 
2020/2/12,1563.70 
2020/2/13,1575.10 
2020/2/14,1581.40 
2020/2/17,1580.80 
2020/2/18,1589.90 
2020/2/19,1604.20 
2020/2/20,1619.00 
2020/2/21,1643.30 
2020/2/24,1671.70 
2020/2/25,1650.30 
2020/2/26,1634.90 
2020/2/27,1652.00 
2020/2/28,1609.90 
2020/3/2,1599.70 
2020/3/3,1615.50 
2020/3/4,1641.90 
2020/3/5,1659.60 
2020/3/6,1683.70 
2020/3/9,1672.50 
2020/3/10,1655.70 
2020/3/11,1653.80 
2020/3/12,1570.70 
2020/3/13,1562.80 
2020/3/16,1487.70 
2020/3/17,1536.20 
2020/3/18,1498.20 
2020/3/19,1474.30 
2020/3/20,1494.40 
2020/3/23,1525.40 
2020/3/24,1605.80 
2020/3/25,1605.50 
2020/3/26,1634.80 
2020/3/27,1617.30 
2020/3/30,1618.30 
2020/3/31,1609.00 
2020/4/1,1576.60 
2020/4/2,1616.80 
2020/4/3,1613.10 
2020/4/6,1648.30 
2020/4/7,1649.30 
2020/4/8,1647.80 
2020/4/9,1680.70 
2020/4/10,1680.70 
2020/4/13,1680.70 
2020/4/14,1741.90 
2020/4/15,1718.70 
2020/4/16,1729.50 
2020/4/17,1692.60 
2020/4/20,1686.20 
2020/4/21,1682.10 
2020/4/22,1710.60 
2020/4/23,1736.30 
2020/4/24,1715.90 
2020/4/27,1715.00 
2020/4/28,1691.60 
2020/4/29,1703.40 
2020/4/30,1702.80 
2020/5/1,1686.30 
2020/5/4,1709.10 
2020/5/5,1699.60 
2020/5/6,1691.50 
2020/5/7,1704.10 
2020/5/8,1704.10 
2020/5/11,1702.80 
2020/5/12,1702.40 
2020/5/13,1708.40 
2020/5/14,1731.60 
2020/5/15,1735.40 
2020/5/18,1734.70 
2020/5/19,1738.00 
2020/5/20,1748.30 
2020/5/21,1724.90 
2020/5/22,1733.60 
2020/5/25,1733.60 
2020/5/26,1720.30 
2020/5/27,1694.60 
2020/5/28,1717.40 
2020/5/29,1728.70 
2020/6/1,1730.60 
2020/6/2,1742.20 
2020/6/3,1705.40 
2020/6/4,1700.10 
2020/6/5,1683.50 
2020/6/8,1690.40 
2020/6/9,1713.50 
2020/6/10,1722.10 
2020/6/11,1738.30 
2020/6/12,1733.50 
2020/6/15,1710.50 
2020/6/16,1719.90 
2020/6/17,1724.40 
2020/6/18,1719.50 
2020/6/19,1734.80 
2020/6/22,1761.90 
2020/6/23,1768.90 
2020/6/24,1766.10 
2020/6/25,1756.60 
2020/6/26,1747.60 
2020/6/29,1771.60 
2020/6/30,1768.10 
2020/7/1,1771.10 
2020/7/2,1777.50 
2020/7/3,1772.90 
2020/7/6,1787.90 
2020/7/7,1789.60 
2020/7/8,1811.10 
2020/7/9,1812.10 
2020/7/10,1803.10 
2020/7/13,1807.50 
2020/7/14,1801.90 
2020/7/15,1804.60 
2020/7/16,1807.70 
2020/7/17,1807.40 
2020/7/20,1815.70 
2020/7/21,1842.60 
2020/7/22,1852.40 
2020/7/23,1878.30 
2020/7/24,1902.10 
2020/7/27,1936.70 
2020/7/28,1940.90 
2020/7/29,1950.90 
2020/7/30,1957.70 
2020/7/31,1964.90 
2020/8/3,1958.60 
2020/8/4,1977.90 
2020/8/5,2048.20 
2020/8/6,2067.20 
2020/8/7,2031.20 
2020/8/10,2044.50 
2020/8/11,1939.70 
2020/8/12,1931.90 
2020/8/13,1944.30 
2020/8/14,1944.80 
2020/8/17,1972.90 
2020/8/18,2008.80 
2020/8/19,1981.00 
2020/8/20,1927.20 
2020/8/21,1924.40 
2020/8/24,1944.00 
2020/8/25,1911.20 
2020/8/26,1933.00 
2020/8/27,1923.90 
2020/8/28,1957.40 
2020/8/31,1957.40 
2020/9/1,1972.40 
2020/9/2,1947.10 
2020/9/3,1940.50 
2020/9/4,1926.30 
2020/9/7,1928.50 
2020/9/8,1911.00 
2020/9/9,1947.20 
2020/9/10,1966.30 
2020/9/11,1947.40 
2020/9/14,1958.70 
2020/9/15,1949.40 
2020/9/16,1961.80 
2020/9/17,1936.30 
2020/9/18,1950.90 
2020/9/21,1909.40 
2020/9/22,1906.00 
2020/9/23,1873.40 
2020/9/24,1861.80 
2020/9/25,1859.70 
2020/9/28,1864.30 
2020/9/29,1884.00 
2020/9/30,1886.90 
2020/10/1,1902.00 
2020/10/2,1903.10 
2020/10/5,1909.60 
2020/10/6,1913.40 
2020/10/7,1884.50 
2020/10/8,1887.50 
2020/10/9,1923.30 
2020/10/12,1925.50 
2020/10/13,1891.30 
2020/10/14,1910.10 
2020/10/15,1891.90 
2020/10/16,1905.10 
2020/10/19,1905.60 
2020/10/20,1898.40 
2020/10/21,1924.20 
2020/10/22,1901.00 
2020/10/23,1903.70 
2020/10/26,1898.50 
2020/10/27,1905.70 
2020/10/28,1870.00 
2020/10/29,1870.30 
2020/10/30,1881.90 
2020/11/2,1889.90 
2020/11/3,1908.30 
2020/11/4,1900.20 
2020/11/5,1938.50 
2020/11/6,1940.80 
2020/11/9,1867.30 
2020/11/10,1878.70 
2020/11/11,1861.00 
2020/11/12,1874.90 
2020/11/13,1890.90 
2020/11/16,1885.60 
2020/11/17,1889.10 
2020/11/18,1876.10 
2020/11/19,1857.40 
2020/11/20,1875.70 
2020/11/23,1840.20 
2020/11/24,1799.60 
2020/11/25,1810.20 
2020/11/26,1807.40 
2020/11/27,1779.30 
2020/11/30,1762.60 
2020/12/1,1810.80 
2020/12/2,1822.60 
2020/12/3,1832.40 
2020/12/4,1843.00 
2020/12/7,1860.00 
2020/12/8,1868.20 
2020/12/9,1841.80 
2020/12/10,1844.40 
2020/12/11,1842.00 
2020/12/14,1831.20 
2020/12/15,1850.70 
2020/12/16,1852.00 
2020/12/17,1890.80 
2020/12/18,1879.80 
2020/12/21,1880.00 
2020/12/22,1877.10 
2020/12/23,1875.00 
2020/12/24,1875.00 
2020/12/25,1875.00 
2020/12/28,1875.00 
2020/12/29,1874.30 
2020/12/30,1887.60 
2020/12/31,1887.60 
2021/1/1,1887.60 
2021/1/4,1943.20 
2021/1/5,1940.40 
2021/1/6,1932.00 
2021/1/7,1920.10 
2021/1/8,1862.90 
2021/1/11,1847.30 
2021/1/12,1841.30 
2021/1/13,1858.90 
2021/1/14,1841.80 
2021/1/15,1839.00 
2021/1/18,1833.10 
2021/1/19,1834.70 
2021/1/20,1856.60 
2021/1/21,1862.10 
2021/1/22,1852.70 
2021/1/25,1856.90 
2021/1/26,1856.60 
2021/1/27,1843.00 
2021/1/28,1853.70 
2021/1/29,1863.80 
2021/2/1,1863.00 
2021/2/2,1833.10 
2021/2/3,1835.50 
2021/2/4,1785.90 
2021/2/5,1803.00 
2021/2/8,1835.30 
2021/2/9,1839.60 
2021/2/10,1842.70 
2021/2/11,1840.10 
2021/2/12,1816.40 
2021/2/15,1817.30 
2021/2/16,1794.30 
2021/2/17,1780.70 
2021/2/18,1773.20 
2021/2/19,1786.20 
2021/2/22,1807.50 
2021/2/23,1799.70 
2021/2/24,1788.00 
2021/2/25,1779.70 
2021/2/26,1742.90 
2021/3/1,1734.20 
2021/3/2,1723.90 
2021/3/3,1711.40 
2021/3/4,1712.10 
2021/3/5,1696.30 
2021/3/8,1687.10 
2021/3/9,1716.90 
2021/3/10,1716.20 
2021/3/11,1724.30 
2021/3/12,1704.80 
2021/3/15,1723.70 
2021/3/16,1735.00 
2021/3/17,1729.70 
2021/3/18,1725.90 
2021/3/19,1735.20 
2021/3/22,1736.20 
2021/3/23,1726.20 
2021/3/24,1730.50 
2021/3/25,1737.30 
2021/3/26,1731.80 
2021/3/29,1706.00 
2021/3/30,1684.00 
2021/3/31,1691.10 
2021/4/1,1726.10 
2021/4/2,1726.10 
2021/4/5,1726.10 
2021/4/6,1744.70 
2021/4/7,1738.10 
2021/4/8,1755.50 
2021/4/9,1741.20 
2021/4/12,1732.90 
2021/4/13,1748.00 
2021/4/14,1735.60 
2021/4/15,1757.20 
2021/4/16,1774.50 
2021/4/19,1774.50 
2021/4/20,1777.90 
2021/4/21,1798.20 
2021/4/22,1787.80 
2021/4/23,1781.80 
2021/4/26,1773.40 
2021/4/27,1784.20 
2021/4/28,1772.20 
2021/4/29,1762.70 
2021/4/30,1767.70 
2021/5/3,1767.70 
2021/5/4,1797.80 
2021/5/5,1782.30 
2021/5/6,1813.20 
2021/5/7,1836.60 
2021/5/10,1840.50 
2021/5/11,1829.10 
2021/5/12,1830.70 
2021/5/13,1821.80 
2021/5/14,1838.10 
2021/5/17,1853.70 
2021/5/18,1866.80 
2021/5/19,1888.50 
2021/5/20,1878.30 
2021/5/21,1875.90 
2021/5/24,1880.20 
2021/5/25,1887.00 
2021/5/26,1899.80 
2021/5/27,1891.50 
2021/5/28,1900.00 
2021/5/31,1900.00 
2021/6/1,1899.40 
2021/6/2,1902.80 
2021/6/3,1866.60 
2021/6/4,1890.60 
2021/6/7,1888.40 
2021/6/8,1893.20 
2021/6/9,1894.60 
2021/6/10,1888.70 
2021/6/11,1881.10 
2021/6/14,1865.60 
2021/6/15,1865.10 
2021/6/16,1860.80 
2021/6/17,1778.70 
2021/6/18,1773.10 
2021/6/21,1775.10 
2021/6/22,1775.10 
2021/6/23,1791.60 
2021/6/24,1784.90 
2021/6/25,1786.70 
2021/6/28,1780.30 
2021/6/29,1755.50 
2021/6/30,1763.20 
2021/7/1,1781.50 
2021/7/2,1786.20 
2021/7/5,1791.40 
2021/7/6,1809.90 
2021/7/7,1804.70 
2021/7/8,1807.70 
2021/7/9,1806.00 
2021/7/12,1792.40 
2021/7/13,1813.90 
2021/7/14,1823.20 
2021/7/15,1823.80 
2021/7/16,1824.30 
2021/7/19,1814.90 
2021/7/20,1823.10 
2021/7/21,1802.20 
2021/7/22,1799.50 
2021/7/23,1799.60 
2021/7/26,1800.20 
2021/7/27,1800.40 
2021/7/28,1796.60 
2021/7/29,1829.30 
2021/7/30,1825.80 
2021/8/2,1811.50 
2021/8/3,1812.70 
2021/8/4,1829.10 
2021/8/5,1800.80 
2021/8/6,1762.90 
2021/8/9,1738.90 
2021/8/10,1723.40 
2021/8/11,1743.60 
2021/8/12,1747.40 
2021/8/13,1773.90 
2021/8/16,1786.40 
2021/8/17,1789.50 
2021/8/18,1783.50 
2021/8/19,1782.10 
2021/8/20,1779.10 
2021/8/23,1802.00 
2021/8/24,1808.50 
2021/8/25,1788.70 
2021/8/26,1786.60 
2021/8/27,1798.50 
2021/8/30,1798.50 
2021/8/31,1814.90 
2021/9/1,1811.80 
2021/9/2,1812.60 
2021/9/3,1823.70 
2021/9/6,1821.60 
2021/9/7,1802.20 
2021/9/8,1786.00 
2021/9/9,1788.30 
2021/9/10,1794.60 
2021/9/13,1793.90 
2021/9/14,1792.80 
2021/9/15,1797.00 
2021/9/16,1748.00 
2021/9/17,1756.00 
2021/9/20,1757.80 
2021/9/21,1774.50 
2021/9/22,1773.40 
2021/9/23,1750.00 
2021/9/24,1746.80 
2021/9/27,1755.30 
2021/9/28,1733.80 
2021/9/29,1737.20 
2021/9/30,1742.80 
2021/10/1,1757.10 
2021/10/4,1754.60 
2021/10/5,1753.20 
2021/10/6,1759.70 
2021/10/7,1762.10 
2021/10/8,1773.30 
2021/10/11,1757.70 
2021/10/12,1767.80 
2021/10/13,1785.70 
2021/10/14,1798.70 
2021/10/15,1772.70 
2021/10/18,1767.90 
2021/10/19,1779.60 
2021/10/20,1778.00 
2021/10/21,1779.30 
2021/10/22,1808.30 
2021/10/25,1805.30 
2021/10/26,1785.60 
2021/10/27,1795.30 
2021/10/28,1803.50 
2021/10/29,1769.20 
2021/11/1,1793.80 
2021/11/2,1790.50 
2021/11/3,1763.50 
2021/11/4,1796.20 
2021/11/5,1801.90 
2021/11/8,1822.40 
2021/11/9,1827.30 
2021/11/10,1859.40 
2021/11/11,1857.90 
2021/11/12,1860.60 
2021/11/15,1859.90 
2021/11/16,1859.20 
2021/11/17,1864.90 
2021/11/18,1860.30 
2021/11/19,1861.10 
2021/11/22,1816.10 
2021/11/23,1789.20 
2021/11/24,1782.10 
2021/11/25,1788.20 
2021/11/26,1800.80 
2021/11/29,1786.00 
2021/11/30,1804.40 
2021/12/1,1789.30 
2021/12/2,1765.00 
2021/12/3,1767.60 
2021/12/6,1778.70 
2021/12/7,1781.40 
2021/12/8,1783.80 
2021/12/9,1776.20 
2021/12/10,1779.80 
2021/12/13,1787.80 
2021/12/14,1776.90 
2021/12/15,1768.70 
2021/12/16,1795.70 
2021/12/17,1807.70 
2021/12/20,1796.30 
2021/12/21,1793.80 
2021/12/22,1792.80 
2021/12/23,1805.20 
2021/12/24,1805.20 
2021/12/27,1805.20 
2021/12/28,1805.20 
2021/12/29,1794.30 
2021/12/30,1805.90 
2021/12/31,1805.90 
2022/1/3,1805.90 
2022/1/4,1811.40 
2022/1/5,1826.30 
2022/1/6,1789.40 
2022/1/7,1792.60 
2022/1/10,1794.20 
2022/1/11,1806.80 
2022/1/12,1821.40 
2022/1/13,1820.40 
2022/1/14,1823.00 
2022/1/17,1817.90 
2022/1/18,1817.30 
2022/1/19,1827.00 
2022/1/20,1845.40 
2022/1/21,1837.60 
2022/1/24,1831.60 
2022/1/25,1847.30 
2022/1/26,1836.00 
2022/1/27,1806.80 
2022/1/28,1788.20 
2022/1/31,1795.30 
2022/2/1,1799.90 
2022/2/2,1803.70 
2022/2/3,1792.70 
2022/2/4,1804.70 
2022/2/7,1813.60 
2022/2/8,1822.60 
2022/2/9,1827.80 
2022/2/10,1835.40 
2022/2/11,1831.20 
2022/2/14,1866.20 
2022/2/15,1848.60 
2022/2/16,1862.60 
2022/2/17,1893.50 
2022/2/18,1893.60 
2022/2/21,1894.50 
2022/2/22,1900.10 
2022/2/23,1904.70 
2022/2/24,1936.30 
2022/2/25,1884.80 
2022/2/28,1909.90 
2022/3/1,1922.00 
2022/3/2,1928.50 
2022/3/3,1929.60 
2022/3/4,1945.30 
2022/3/7,1981.00 
2022/3/8,2039.10 
2022/3/9,1988.90 
2022/3/10,1996.60 
2022/3/11,1978.70 
2022/3/14,1954.10 
2022/3/15,1913.70 
2022/3/16,1913.20 
2022/3/17,1949.70 
2022/3/18,1935.80 
2022/3/21,1935.10 
2022/3/22,1915.30 
2022/3/23,1931.80 
2022/3/24,1965.20 
2022/3/25,1953.80 
2022/3/28,1937.10 
2022/3/29,1910.00 
2022/3/30,1933.90 
2022/3/31,1942.20 
2022/4/1,1929.40 
2022/4/4,1930.30 
2022/4/5,1944.10 
2022/4/6,1930.20 
2022/4/7,1932.40 
2022/4/8,1941.40 
2022/4/11,1951.60 
2022/4/12,1960.90 
2022/4/13,1976.80 
2022/4/14,1963.30 
2022/4/15,1963.30 
2022/4/18,1963.30 
2022/4/19,1964.00 
2022/4/20,1949.60 
2022/4/21,1943.70 
2022/4/22,1941.60 
2022/4/25,1895.00 
2022/4/26,1904.60 
2022/4/27,1885.80 
2022/4/28,1888.50 
2022/4/29,1911.30 
2022/5/2,1911.30 
2022/5/3,1869.70 
2022/5/4,1863.70 
2022/5/5,1892.30 
2022/5/6,1882.40 
2022/5/9,1860.90 
2022/5/10,1857.40 
2022/5/11,1852.00 
2022/5/12,1837.10 
2022/5/13,1811.60 
2022/5/16,1809.50 
2022/5/17,1825.00 
2022/5/18,1810.70 
2022/5/19,1844.00 
2022/5/20,1834.20 
2022/5/23,1856.20 
2022/5/24,1867.10 
2022/5/25,1847.20 
2022/5/26,1848.30 
2022/5/27,1851.80 
2022/5/30,1855.00 
2022/5/31,1838.70 
2022/6/1,1844.90 
2022/6/2,1844.90 
2022/6/3,1844.90 
2022/6/6,1847.20 
2022/6/7,1849.60 
2022/6/8,1853.00 
2022/6/9,1844.90 
2022/6/10,1830.00 
2022/6/13,1830.90 
2022/6/14,1818.30 
2022/6/15,1823.80 
2022/6/16,1826.50 
2022/6/17,1841.60 
2022/6/20,1836.50 
2022/6/21,1840.30 
2022/6/22,1841.90 
2022/6/23,1841.90 
2022/6/24,1825.50 
2022/6/27,1826.30 
2022/6/28,1819.10 
2022/6/29,1817.80 
2022/6/30,1817.00 
2022/7/1,1797.50 
2022/7/4,1808.40 
2022/7/5,1772.00 
2022/7/6,1754.30 
2022/7/7,1748.00 
2022/7/8,1738.20 
2022/7/11,1740.00 
2022/7/12,1730.70 
2022/7/13,1724.60 
2022/7/14,1700.70 
2022/7/15,1706.20 
2022/7/18,1719.10 
2022/7/19,1713.10 
2022/7/20,1709.30 
2022/7/21,1705.10 
2022/7/22,1737.00 
2022/7/25,1718.90 
2022/7/26,1720.10 
2022/7/27,1714.10 
2022/7/28,1753.50 
2022/7/29,1753.40 
2022/8/1,1772.40 
2022/8/2,1779.80 
2022/8/3,1761.30 
2022/8/4,1783.20 
2022/8/5,1773.30 
2022/8/8,1784.10 
2022/8/9,1795.30 
2022/8/10,1795.10 
2022/8/11,1796.70 
2022/8/12,1792.10 
2022/8/15,1776.60 
2022/8/16,1774.90 
2022/8/17,1767.20 
2022/8/18,1765.60 
2022/8/19,1750.80 
2022/8/22,1733.30 
2022/8/23,1746.60 
2022/8/24,1745.70 
2022/8/25,1753.60 
2022/8/26,1751.30 
2022/8/29,1751.30 
2022/8/30,1730.30 
2022/8/31,1715.90 
2022/9/1,1694.30 
2022/9/2,1712.50 
2022/9/5,1711.00 
2022/9/6,1702.60 
2022/9/7,1702.70 
2022/9/8,1709.40 
2022/9/9,1713.40 
2022/9/12,1726.40 
2022/9/13,1704.90 
2022/9/14,1703.90 
2022/9/15,1689.10 
2022/9/16,1664.70 
2022/9/19,1664.70 
2022/9/20,1664.20 
2022/9/21,1671.80 
2022/9/22,1671.90 
2022/9/23,1643.60 
2022/9/26,1643.40 
2022/9/27,1634.30 
2022/9/28,1652.20 
2022/9/29,1654.80 
2022/9/30,1671.80 
2022/10/3,1668.40 
2022/10/4,1714.90 
2022/10/5,1700.50 
2022/10/6,1714.20 
2022/10/7,1696.20 
2022/10/10,1676.60 
2022/10/11,1664.70 
2022/10/12,1670.70 
2022/10/13,1648.10 
2022/10/14,1649.30 
2022/10/17,1664.80 
2022/10/18,1653.00 
2022/10/19,1631.70 
2022/10/20,1635.30 
2022/10/21,1643.30 
2022/10/24,1649.20 
2022/10/25,1659.30 
2022/10/26,1666.80 
2022/10/27,1659.80 
2022/10/28,1648.10 
2022/10/31,1639.00 
2022/11/1,1645.30 
2022/11/2,1649.60 
2022/11/3,1628.80 
2022/11/4,1674.40 
2022/11/7,1679.00 
2022/11/8,1678.70 
2022/11/9,1715.30 
2022/11/10,1744.80 
2022/11/11,1759.40 
2022/11/14,1768.90 
2022/11/15,1771.40 
2022/11/16,1773.00 
2022/11/17,1758.60 
2022/11/18,1751.60 
2022/11/21,1740.40 
2022/11/22,1743.00 
2022/11/23,1740.20 
2022/11/24,1755.40 
2022/11/25,1751.90 
2022/11/28,1746.60 
2022/11/29,1752.70 
2022/11/30,1753.50 
2022/12/1,1803.20 
2022/12/2,1784.80 
2022/12/5,1776.80 
2022/12/6,1773.80 
2022/12/7,1782.20 
2022/12/8,1790.20 
2022/12/9,1796.20 
2022/12/12,1786.60 
2022/12/13,1823.60 
2022/12/14,1808.10 
2022/12/15,1783.60 
